term, tf
strictly, 4
connect, 4
illinois, 4
jovial, 4
pei, 4
sublanguage, 4
follow, 4
19783, 4
hamiltonian, 4
rosary, 4
plex, 4
gunn, 4
berkeley, 4
sba, 4
texts, 4
proceed, 4
intense, 4
explains, 4
catalog, 4
shortcomings, 4
height, 4
program-synthesizing, 4
adjacent, 4
saltzer, 4
chandy, 4
hexagonal, 4
spurious, 4
mu5, 4
opler, 4
distinctive, 4
hole-patterns, 4
conception, 4
utilizers, 4
nonnumerical, 4
multiuser, 4
3.3, 4
repeatedly, 4
selects, 4
stick, 4
lemniscate, 4
associates, 4
3.21, 4
ternary, 4
contributions, 4
t-statistic, 4
stably, 4
interpolating, 4
polling, 4
explore, 4
sophistication, 4
apt, 4
topic, 4
non-linear, 4
tension, 4
masks, 4
interrupted, 4
mathematicians, 4
contention, 4
bytes, 4
transient-free, 4
finiteness, 4
1.1, 4
n-1, 4
superimposed, 4
candidates, 4
modulo, 4
waldinger, 4
coordinated, 4
cross, 4
conceived, 4
qualified, 4
heavily, 4
branch, 4
interrogation, 4
knop, 4
window, 4
hermite, 4
helpful, 4
markers, 4
shneiderman, 4
reflecting, 4
volumes, 4
dominoes, 4
wegner, 3
specially, 3
parameterization, 3
contributed, 3
$s13, 3
agreement, 3
dahm, 3
china, 3
chino, 3
remes, 3
military, 3
appropriately, 3
divide, 3
replace, 3
unix, 3
dispatcher, 3
brings, 3
reingold, 3
wang, 3
hoc, 3
beyer, 3
barnes, 3
goodenough, 3
allocate, 3
barton, 3
enforcement, 3
displacement, 3
subtractions, 3
checker, 3
promise, 3
predictable, 3
expanding, 3
b6500, 3
dozen, 3
first-order, 3
mostly, 3
achievement, 3
retaining, 3
pn, 3
dummy, 3
halpern, 3
terest, 3
menu, 3
psychiatric, 3
patch, 3
release, 3
peripheral, 3
fail, 3
belzer, 3
asked, 3
privilege, 3
tx-2, 3
worked, 3
goffman, 3
symbolically, 3
theorem-prover, 3
garbage-collection, 3
etching-pattern, 3
typeless, 3
subrecords, 3
optimum-approaching, 3
bit-time, 3
substituted, 3
markovian, 3
marshall, 3
transparent-mode, 3
sumador, 3
simplifications, 3
proves, 3
bel-petrov, 3
acton, 3
osa, 3
poore, 3
pen, 3
supplies, 3
rosenbrock, 3
computer-controlled, 3
non-integral, 3
inverses, 3
chi-squared, 3
locks, 3
belongs, 3
minicomputers, 3
merner, 3
stress, 3
yielding, 3
hoped, 3
tendency, 3
suggesting, 3
million, 3
span, 3
spoken, 3
clause, 3
constituent, 3
allen, 3
turner, 3
dewar, 3
clauses, 3
byrne, 3
mayer, 3
imperatives, 3
respective, 3
vision, 3
bureau, 3
affecting, 3
decks, 3
vertical, 3
bowlden, 3
regularity, 3
bron, 3
parsed, 3
tracking, 3
instrument, 3
exemplified, 3
tree-searching, 3
preference, 3
babylonian, 3
discarded, 3
expository, 3
petrick, 3
newhouse, 3
standpoint, 3
graeffe, 3
origins, 3
perturbed, 3
pivot, 3
space-time, 3
precedes, 3
ai, 3
associating, 3
ising, 3
thoro, 3
raphael, 3
g-20, 3
returned, 3
joined, 3
brons, 3
turning, 3
hours, 3
cutnodes, 3
hasp, 3
young, 3
foundations, 3
parameterized, 3
abscissas, 3
geographic, 3
6-j, 3
retained, 3
exhibited, 3
moderately, 3
video, 3
writer, 3
n-ary, 3
adaptation, 3
nesting, 3
dwyer, 3
receive, 3
shorter, 3
virginia, 3
hypothesized, 3
multiword, 3
subtasks, 3
topologically, 3
b3, 3
locus, 3
pyle, 3
synge, 3
clp, 3
paradox, 3
beginnings, 3
holes, 3
broader, 3
speroni, 3
electrocardiograms, 3
fifteen, 3
confidence, 3
integrate, 3
subscripted, 3
portability, 3
unknowns, 3
chop, 3
fits, 3
evolutionary, 3
twelve-row, 3
multiprocess, 3
concave, 3
psif, 3
unsatisfactory, 3
stimulate, 3
c-trie, 3
richman, 3
bisection, 3
lipton, 3
dispatching, 3
yarbrough, 3
terminate, 3
=f, 3
meant, 3
dialog, 3
lyon, 3
ends, 3
conclude, 3
kahn, 3
>, 3
imbeded, 3
dad, 3
russell, 3
incorrect, 3
infinity, 3
chartres, 3
combine, 3
decidable, 3
cubatures, 3
algebraically, 3
ledley, 3
salaries, 3
homogeneous, 3
cryptosystems, 3
akima, 3
inc, 3
trials, 3
makinson, 3
krishnamurthy, 3
coloration, 3
ramp, 3
cundiff, 3
orthogonalization, 3
graders, 3
achievable, 3
carlson, 3
separates, 3
movable, 3
6.3, 3
rader, 3
highlights, 3
meets, 3
loaders, 3
warm-start, 3
incorporates, 3
binary-to-decimal, 3
block-transfer, 3
built-in, 3
minus, 3
i-th, 3
strength, 3
fitted, 3
latent, 3
gauss-seidel, 3
appended, 3
summarizing, 3
pursuing, 3
colton, 3
microcode, 3
procedure-oriented, 3
bitner, 3
wallace's, 3
brad, 3
tone, 3
layers, 3
telecommunications, 3
relaxing, 3
cylinder, 3
cons, 3
locally-organized, 3
outperformed, 3
humble, 3
pitteway, 3
cornell, 3
similarities, 3
1.51, 3
usable, 3
one-step, 3
architectural, 3
modularization, 3
samet, 3
kanner, 3
gelenbe, 3
promises, 3
alphameric, 3
strips, 3
q-bessel, 3
in-and-out, 3
recompilation, 3
7044, 3
nagy, 3
irreducible, 3
cray-1, 3
governing, 3
professionalism, 3
electronics, 3
wolfe, 3
explosion, 3
teacher, 3
incoming, 3
communist, 3
labeled, 3
parse-requests, 3
distinguishable, 3
decimal-to-binary, 3
ergodic, 3
approximants, 3
brain, 3
tablets, 3
inefficiency, 3
influences, 3
trade-offs, 3
et, 3
avoided, 3
inputting, 3
dependencies, 3
verhelst, 3
belady, 3
recover, 3
physically, 3
cypher, 3
reasonableness, 3
optional, 3
lambda-notation, 3
numerals, 3
multi-attribute, 3
ccd, 3
correspondences, 3
staging, 3
gluss, 3
psi, 3
addends, 3
interleaving, 3
unbounded, 3
organick, 3
inverting, 3
prepare, 3
stark, 3
lot, 3
multitasking, 3
copied, 3
gradients, 3
delimiters, 3
pool, 3
schumaker, 3
referring, 3
foster, 3
cardenas, 3
verb, 3
knott, 3
thruput, 3
excess, 3
colored, 3
garwick, 3
uniquely, 3
aimed, 3
fortran-like, 3
voorhees, 3
outpatient, 3
federal, 3
weaknesses, 3
reallocation, 3
budgets, 3
exponentially, 3
derives, 3
negligible, 3
redish, 3
thermal, 3
yngve, 3
motivated, 3
gibbs, 3
radial, 3
sketched, 3
inspections, 3
buffers, 3
station, 3
passed, 3
signaling, 3
constructions, 3
jacobian, 3
simultaneity, 3
sponsored, 3
tonge, 3
mobile, 3
brookhaven, 3
surveyed, 3
competing, 3
alexander, 3
missing, 3
horner, 3
whatever, 3
subgraphs, 3
event-driven, 3
28,1978, 3
walter, 3
packs, 3
lives, 3
kling, 3
goodman-lance, 3
algol-based, 3
3.35, 3
3.31, 3
herein, 3
null, 3
cocke, 3
arts, 3
aliasing, 3
rotenberg, 3
claimed, 3
redundancies, 3
page-frames, 3
wengert, 3
perm, 3
accountability, 3
tobey, 3
performances, 3
draw, 3
mcilroy, 3
valued, 3
macleod, 3
plays, 3
believed, 3
twofold, 3
anomalies, 3
formally, 3
gauss's, 3
plane-faced, 3
stereographic, 3
hyperexponential, 3
advocated, 3
bipartite, 3
hoffman, 3
front, 3
square-root, 3
one's, 3
appropriateness, 3
possessing, 3
residence, 3
floyd-evans, 3
bei, 3
thrashing, 3
ber, 3
goldberg, 3
keller, 3
emerging, 3
parker, 3
encrypted, 3
sent, 3
copyrights, 3
vuillemin, 3
operated, 3
masking, 3
presentations, 3
plankton, 3
bearing, 3
sard, 3
non-normal, 3
queuing, 3
amesplot, 3
dieter, 3
generic, 3
sqrt, 3
over-all, 3
garfinkel, 3
ecma, 3
restore, 3
liskov, 3
businger, 3
enclosed, 3
immediately, 3
k-d, 3
dictionaries, 3
sized, 3
compactifying, 3
real-world, 3
karyotyping, 3
recognizes, 3
fraud, 3
transcription, 3
north, 3
ho, 3
pk, 3
highest, 3
closed-form, 3
neely, 3
predefined, 3
finders, 3
bays, 3
read-write, 3
updates, 3
rodman, 3
complexities, 3
invrs, 3
ferranti, 3
oshb, 3
contraction, 3
teichroew, 3
welch, 3
byte, 3
decomposable, 3
space-sharing, 3
schroeder, 3
movies, 3
exceptions, 3
listings, 3
10,000, 3
minority, 3
replacing, 3
bond, 3
successively, 3
taught, 3
navy, 3
mccarthy, 3
particles, 3
maurer, 3
bryant, 3
algem, 3
hassitt, 3
synthesize, 3
qsort, 3
stratified, 3
davidson, 3
hamming, 3
consumer, 3
planetary, 3
shwayder, 3
paramodulation, 3
alterations, 3
pratt, 3
flores, 3
ether, 3
hamilton, 3
seven, 3
ir, 3
serial-by-bit, 3
liberal, 3
evolve, 3
thoughts, 3
four-dimensional, 3
bailey, 3
rokne, 3
strategic, 3
investigations, 3
intellectual, 3
pager, 3
influencing, 3
lowe, 3
volterra, 3
pdp-11, 3
answerable, 3
skin, 3
ecosystems, 3
answered, 3
phonemes, 3
majors, 3
cheatham, 3
rabin, 3
wilkes, 3
baer, 3
zipf's, 3
bugsys, 3
nearest, 3
breaking, 3
wattenburg, 3
grow, 3
wishing, 3
tucker, 3
dutch, 3
dominate, 3
managed, 3
brooks, 3
keypunch, 3
bayes, 3
consume, 3
sounds, 3
6400, 3
hypotheses, 3
clenshaw, 3
in-situ, 3
-stability, 3
diagonals, 3
black, 3
pascal, 3
declared, 3
if-then-else, 3
mamrak, 3
innovations, 3
analogies, 3
workshop, 3
computer-oriented, 3
kernighan, 3
clip, 3
deduction, 3
sams, 3
kutta, 3
companion, 3
nondeterminacy, 3
dickson, 3
syntax-driven, 3
error-prone, 3
notably, 3
drums, 3
hash-coding, 3
cartography, 3
reservation, 3
lions, 3
subprogram, 3
missing-page, 3
preserved, 3
sublanguages, 3
cylindrical, 3
pin, 3
eventcounts, 3
hour, 3
tractable, 3
purchased, 3
sharp, 3
g2, 3
controllable, 3
verifier, 3
character-by-character, 3
compound, 3
fetch, 3
energy, 3
hart, 3
perry, 3
projected, 3
scanned-display, 3
headings, 3
k1, 3
gopt, 3
intractable, 3
ongoing, 3
acm's, 3
tended, 3
opderbeck, 3
concatenate, 3
gustafson, 3
in-place, 3
substrings, 3
highlight, 3
drawbacks, 3
dieter's, 3
aggregate, 3
patents, 3
echoing, 3
ashenhurst, 3
dixon, 3
matters, 3
follows, 3
slater-type, 3
server, 3
restrictive, 3
nsf, 3
frames, 3
normality, 3
vmin, 3
error-free, 3
singly, 3
reachable, 3
failures, 3
pope, 3
putting, 3
moderate, 3
17,1978, 3
span-dependent, 3
practices, 3
exercise, 3
baskett, 3
stanford, 3
readable, 3
pagination, 3
responsibilities, 3
fluid, 3
subsequently, 3
transitivity, 3
ln, 3
math, 3
pomeranz, 3
pentadiagonal, 3
pgs, 3
teletypewriter, 3
lap6, 3
koster, 3
striking, 3
finerman, 3
unless, 3
formalisms, 3
multint, 3
}, 3
ferrite, 3
reversion, 3
equilibrium, 3
teams, 3
notational, 3
writable, 3
intensity, 3
metalanguage, 3
multi-dimensional, 3
instant, 3
dangling, 3
watkins, 3
recognizers, 3
revisited, 3
murphy, 3
teachable, 3
indistinguishable, 3
shuttle, 3
numbering, 3
plankalkul, 3
ads, 3
lehmer, 3
krolak, 3
elapsed, 3
insert, 3
edit, 3
gimpel, 3
chains, 3
boards, 3
1634, 3
hand-coded, 3
sequel, 3
expands, 3
subdivision, 3
levin, 3
curve-fit, 3
encodings, 3
commentators, 3
imbeding, 3
behavioral, 3
rajaraman, 3
assembled, 3
noisy, 3
risk, 3
state-space, 3
conduct, 3
seeks, 3
auction, 3
9-j, 3
robbins, 3
peekaboo, 3
mc, 3
ml, 3
poker, 3
mesa, 3
proceeds, 3
bootstrap, 3
life, 3
patent, 3
ultimate, 3
archaeology, 3
integrands, 3
nather, 3
steep1, 3
herman, 3
corrections, 3
encouraging, 3
neighborhood, 3
simula, 3
roles, 3
ray, 3
hu-tucker, 3
isolates, 3
hyperplanes, 3
hubner, 3
reorganize, 3
carotid, 3
erasure, 3
intermittent-assertion, 3
avenues, 3
reflection-free, 3
movement, 3
limiting, 3
knight, 3
gedanken, 3
faced, 3
participating, 3
players, 3
expense, 3
bachman, 3
clinic, 3
donnelly, 3
handwritten, 3
disjoint, 3
interacts, 3
drawback, 3
advances, 3
satellite, 3
narrow, 3
possesses, 3
meta, 3
discourse, 3
gave, 3
word-length, 3
wiener-hopf, 3
samples, 3
mechanized, 3
caffrey, 3
heap, 3
wilcox, 3
multifactor, 3
levitt, 3
preceding, 3
remarkable, 3
crwr, 3
der, 3
knowlton, 3
inducing, 3
mst, 3
unsigned, 3
insights, 3
modifies, 3
beale, 3
cardinal, 3
3.49, 3
faseb, 3
supplemented, 3
larsen, 3
cline, 3
dps, 3
holographic, 3
topologies, 3
advent, 3
ters, 3
approximates, 3
read-backward, 3
ultimately, 3
protosynthex, 3
bell's, 3
fetches, 3
ethics, 3
terference, 3
whitley, 3
adopt, 3
announced, 3
spaced, 3
ith, 3
fishman's, 3
torical, 3
landin, 3
viewpoint, 3
2144, 3
invoked, 3
come, 3
reaction, 3
realizable, 3
trib, 3
pilot, 3
dirichlet, 3
quasi-parallel, 3
locking, 3
shell, 3
safely, 3
formulating, 3
schedules, 3
kennedy, 3
patrick, 3
lockheed, 3
stops, 3
yielded, 3
os, 3
microstorage, 3
discharge, 3
illuminated, 3
signs, 3
datasets, 3
4.4, 3
n2, 3
disc, 3
denotes, 3
stockmal, 3
19784, 3
sequencers, 3
cascading, 3
supplement, 3
instantaneous, 3
holography, 3
ter, 3
increments, 3
grosch's, 3
flag, 3
singularities, 3
occasionally, 3
unfamiliar, 3
$g5, 3
mullin, 3
holograms, 3
departure, 3
prepass, 3
scientist, 3
cryptology, 3
alter, 3
juelich, 3
hunter, 3
nucleus, 3
bigger, 3
refresh, 3
induces, 3
induced, 3
goulub, 3
monotone, 3
radical, 3
illustrating, 3
extendible, 3
quantifiers, 3
recovered, 3
heising, 3
aims, 3
vias, 3
sure, 3
dump, 3
achieves, 3
ard, 3
weingarten, 3
arm, 3
mechanically, 3
initially, 3
autocode, 3
pp, 3
flight, 3
compactness, 3
benjamin, 3
authenticated, 3
james, 3
regardless, 3
tablet, 3
exclusively, 3
customers, 3
exploiting, 3
patterson, 3
digraph, 3
live, 3
shen, 3
plain, 3
quikscript, 3
fagin, 3
gre, 3
3.29, 3
garber, 3
delta, 3
scroll, 3
briggs, 3
bounding, 3
coming, 3
plexus, 3
cft, 3
probably, 3
concisely, 3
dividing, 3
shaded, 3
scales, 3
apr, 3
thinning, 3
anywhere, 3
restructures, 3
kraemer, 3
emden, 3
resolve, 3
5.26, 3
sectional, 3
category, 3
compositions, 3
shamir, 3
unger, 3
oettinger, 3
institution, 3
iitran, 3
isolation, 3
1.4, 3
positivity, 3
furnishes, 3
generations, 3
europe, 3
motions, 3
warshall's, 3
encasing, 3
probing, 3
tactical, 3
trajectories, 3
riet, 3
kuki, 3
radiation, 3
multisets, 3
capability-based, 3
primal-simplex, 3
adoption, 3
insertions, 3
provisions, 3
layering, 3
press, 3
getting, 3
grouped, 3
intentionally, 3
abrahams, 3
richardson, 3
1,2, 2
prefix, 2
woods, 2
ca631108, 2
sprague, 2
aggregations, 2
kent, 2
hitchcock, 2
watfor, 2
internally, 2
succession, 2
frederick, 2
$s14, 2
curve-fitting, 2
criticism, 2
ascii*, 2
2**31, 2
serially, 2
burnett, 2
centralization, 2
pomentale, 2
ranelletti, 2
classify, 2
mueller, 2
modulation, 2
wrong, 2
overcomes, 2
fidelity, 2
program-to-program, 2
reentered, 2
virtually, 2
infinite-state, 2
slicing, 2
silver, 2
lockout, 2
zweben, 2
mason, 2
adapt, 2
rc, 2
smart, 2
conjecture, 2
faculties, 2
schuegraf, 2
r2, 2
second-degree, 2
higher-dimensional, 2
gilbert, 2
rest, 2
noll, 2
lemke's, 2
gauss-hermite, 2
traiger, 2
pointed-to, 2
nations, 2
idle, 2
schwachheim, 2
responsible, 2
causing, 2
microprograms, 2
professor, 2
owicki, 2
incorporate, 2
participate, 2
bliss, 2
rich, 2
plate, 2
klein, 2
variate, 2
contributes, 2
1974-75, 2
detects, 2
pade, 2
radius, 2
news, 2
hammer, 2
clarifies, 2
walkthroughs, 2
litherland, 2
irf, 2
billing, 2
enumerative, 2
sydney, 2
eastern, 2
risch's, 2
chile, 2
late, 2
event-scanning, 2
client-tracking, 2
elliott, 2
european, 2
topt, 2
symmetrical, 2
maximizing, 2
rotated, 2
homogeneity, 2
beset, 2
advancement, 2
subchains, 2
counterintuitive, 2
poses, 2
time-series, 2
beneficial, 2
schmeiser, 2
subclass, 2
creative, 2
exposition, 2
depth-first, 2
oscillating, 2
pointwise, 2
three-pass, 2
minifun, 2
sor, 2
tadikamalla, 2
dempster, 2
authorized, 2
step-by-step, 2
thesaurus, 2
gaming, 2
complications, 2
operator-controlled, 2
telefile, 2
tournament, 2
eventual, 2
kolmogorov-smirnov, 2
ambitious, 2
intent, 2
reversibly, 2
domingo, 2
glass, 2
push, 2
quantity, 2
cincinnati, 2
suspending, 2
saal, 2
two-way, 2
minute, 2
machine's, 2
g21, 2
conforms, 2
pl360, 2
ipk, 2
tape-sorting, 2
fike, 2
-->, 2
cataloged, 2
anything, 2
believes, 2
bramhall, 2
s2, 2
cdc-1604, 2
high-energy, 2
$e2, 2
subdivisions, 2
bergson, 2
thumb, 2
troubles, 2
bagley, 2
nation, 2
a1.., 2
terval, 2
multiply, 2
variability, 2
small-scale, 2
lagrangian, 2
besides, 2
pdp-1, 2
driscoll, 2
routes, 2
ignored, 2
wenrick, 2
textual, 2
second-level, 2
duval, 2
reclaims, 2
person-matching, 2
turned, 2
double-chained, 2
say, 2
linz, 2
coincide, 2
opposite, 2
inserted, 2
chain-linked, 2
abilities, 2
slander, 2
reconciling, 2
conduction, 2
ritz-trefftz, 2
carolina, 2
fifo, 2
settings, 2
borrow, 2
allocates, 2
nonrelevant, 2
metacompiler, 2
responsive, 2
t-64, 2
metalinguistic, 2
adept, 2
concentrate, 2
maxflow, 2
concentrated, 2
residency, 2
mano, 2
crawford, 2
differently, 2
wants, 2
photon, 2
reconstructable, 2
paton, 2
shantz, 2
16-bit, 2
interreference, 2
verified, 2
by-product, 2
summer, 2
kirk, 2
grouping, 2
-space, 2
complementarity, 2
kolm, 2
biased, 2
inter-page-fault, 2
neighbor, 2
johnston, 2
ehrman, 2
kuck, 2
congress, 2
cpm, 2
cpa, 2
quantify, 2
mcfarlan, 2
lockemann, 2
interpreting, 2
manageable, 2
claringbold, 2
linearizing, 2
servers, 2
methodical, 2
investment, 2
smillie, 2
isoda, 2
infrequently, 2
slope, 2
gotlieb's, 2
filial, 2
tester, 2
bank's, 2
exposing, 2
well-definedness, 2
damerau, 2
unbiased, 2
millstein, 2
rearrangement, 2
greenwald, 2
ortho, 2
wide-ranging, 2
habermann's, 2
multiconsole, 2
bendix, 2
plotters, 2
garbage-collector, 2
bypass, 2
futrelle, 2
martelli, 2
edmundson, 2
clarity, 2
belief, 2
label-valued, 2
jacopini, 2
navigation, 2
exponents, 2
patches, 2
ranging, 2
multipurpose, 2
electrodynamics, 2
vitally, 2
many-electron, 2
problem-list, 2
vulnerabilities, 2
directives, 2
teleregister, 2
deviations, 2
unequal, 2
lessons, 2
attacking, 2
gold, 2
brenner, 2
pentomino, 2
session, 2
se, 2
occupation, 2
failed, 2
multiplexer, 2
scowen, 2
atchison, 2
preparing, 2
devising, 2
expressible, 2
fixed-head, 2
obscure, 2
collectively, 2
proliferation, 2
sec, 2
migration, 2
regulator, 2
ritz, 2
dipole, 2
gathered, 2
overlapped, 2
nonoriented, 2
lass, 2
troduces, 2
shanks, 2
dimensional, 2
indefinite, 2
program-to-data, 2
abbreviating, 2
unimodal, 2
deduced, 2
firm, 2
hollingsworth, 2
lichstein, 2
nonexistence, 2
viewing, 2
usefully, 2
cos, 2
direct-access, 2
predetermined, 2
repeatability, 2
abbreviation, 2
bandsolve, 2
instructors, 2
wilkins, 2
emergence, 2
facets, 2
individuals, 2
sight, 2
dominance, 2
inserting, 2
crespi-reghizzi, 2
dictates, 2
shorten, 2
astrahan, 2
repair, 2
munkres, 2
ca590406, 2
197811, 2
relaxed, 2
atom, 2
ling, 2
48-bit, 2
preemptive, 2
nievergelt, 2
five-term, 2
edwards, 2
r333, 2
low-order, 2
sides, 2
swaps, 2
came, 2
colinear, 2
kessels, 2
inferences, 2
one-half, 2
log2n, 2
uniqueness, 2
undue, 2
imply, 2
odd, 2
charts, 2
morse, 2
expresses, 2
respectively, 2
straight-forward, 2
tlc's, 2
invented, 2
glypnir, 2
assemble, 2
end-order, 2
literary, 2
theme, 2
pencil, 2
occurred, 2
sharply, 2
isomorphism, 2
tied, 2
demonstrating, 2
difsub, 2
zelkowitz, 2
knotting, 2
muth, 2
warren, 2
radioactive, 2
b2, 2
establishes, 2
welch's, 2
free-text, 2
accompanied, 2
tausworthe, 2
reproducing, 2
house, 2
steering, 2
operation's, 2
quindiagonal, 2
bird, 2
ethical, 2
legislative, 2
policy-driven, 2
shepherd, 2
reproduction, 2
decomposing, 2
aparel, 2
=x, 2
decade, 2
hope, 2
occupational, 2
spark-chamber, 2
aed, 2
ition, 2
yochelson, 2
interacting, 2
apld, 2
tree-organized, 2
fuchs, 2
interchangeable, 2
pragmatics, 2
wijngaarden's, 2
lasker, 2
cf, 2
diverges, 2
compensating, 2
one-line, 2
semantical, 2
graduate-level, 2
metatheory, 2
dam, 2
raymond, 2
distinction, 2
concordance, 2
relative-frequency, 2
audio, 2
ibm-360, 2
negligence, 2
glut, 2
polyhedra, 2
ca650908, 2
aitken, 2
sparsity, 2
foreseeable, 2
random-access, 2
biology, 2
time-dependent, 2
gaines, 2
cadep, 2
assess, 2
next-fit, 2
vaucher, 2
spots, 2
dorrer, 2
gravitational, 2
official, 2
imbalances, 2
recognize, 2
iverson, 2
inf, 2
ing, 2
predominant, 2
francisco, 2
winograd's, 2
mackinney, 2
chance, 2
whittlesey, 2
question-answer, 2
pfaltz, 2
ghosh, 2
arrives, 2
surrounding, 2
4020, 2
farber, 2
mickunas, 2
alternating, 2
obsolescence, 2
replication, 2
tagging, 2
merson, 2
aeronautics, 2
horn, 2
alt, 2
succeeds, 2
counters, 2
rescattered, 2
stresses, 2
rubin, 2
ellenberger, 2
19789, 2
gargantini, 2
infringement, 2
interview, 2
time-varying, 2
differential-difference, 2
19787, 2
affected, 2
break, 2
hsiao, 2
lifted, 2
crimes, 2
daniel, 2
fcfs, 2
admits, 2
subsequences, 2
nonin, 2
i*, 2
>=, 2
render, 2
meshes, 2
airy, 2
john, 2
pinpointing, 2
enhancing, 2
schweikert, 2
wasted, 2
target, 2
{delta, 2
kth, 2
scheff, 2
forced, 2
gier, 2
nordsieck's, 2
data-based, 2
conducive, 2
exercised, 2
anatomy, 2
one-entry, 2
neighborhoods, 2
ative, 2
deeply, 2
lewin, 2
subtle, 2
guidance, 2
layman, 2
di, 2
carries, 2
implication, 2
cantrell, 2
discussions, 2
babad, 2
lively, 2
receives, 2
machine-independence, 2
anticipatory, 2
tolerances, 2
drafting, 2
partnership, 2
attacked, 2
engvold, 2
exceedingly, 2
physician, 2
self-generating, 2
characterizing, 2
apparently, 2
accumulating, 2
maruyama, 2
parse-request, 2
english-like, 2
klerer, 2
mclean, 2
unifies, 2
conflict-free, 2
arithmetizing, 2
capt, 2
progressed, 2
boxes, 2
partridge, 2
disadvantage, 2
trained, 2
nonuniform, 2
deflation, 2
kruskal, 2
passage, 2
speckhard, 2
maze-running, 2
man-computer, 2
accordingly, 2
ballistic, 2
multi-interpreter, 2
weldon, 2
outreal, 2
something, 2
becoming, 2
catalyst, 2
3.54, 2
promised, 2
cccs, 2
tree-structured, 2
simon, 2
scores, 2
ogden, 2
collinge, 2
certainly, 2
a'a, 2
ivie, 2
cunningham, 2
gue, 2
ascertaining, 2
sharer, 2
gilman, 2
graph-theoretic, 2
sending, 2
initial-boundary-value, 2
lapidus, 2
cam, 2
madpis, 2
positional, 2
substructure, 2
reconversion, 2
accelerated, 2
transmission*, 2
menus, 2
nov, 2
hermitian, 2
one-fourth, 2
em, 2
en, 2
ei, 2
ed, 2
moving-head, 2
reflect, 2
selections, 2
frieder, 2
extended-entry, 2
stevens, 2
xx, 2
$d5, 2
systems*, 2
professionals, 2
television, 2
generational, 2
berns, 2
overcoming, 2
roster, 2
begin, 2
rationale, 2
ferrari, 2
tableless, 2
fritsch, 2
emulators, 2
manuscripts, 2
seldom, 2
reorganized, 2
remedial, 2
perspicuous, 2
experimenter, 2
resides, 2
misspelled, 2
comes, 2
nearby, 2
characterization, 2
exploit, 2
skew, 2
pedagogical, 2
one-third, 2
stems, 2
m-460, 2
triad, 2
bias, 2
uncol, 2
media, 2
closest, 2
16,1978, 2
alleviate, 2
peripherals, 2
charged, 2
remember, 2
aed-1, 2
optimum-finding, 2
smoker's, 2
coordinating, 2
voigt, 2
jenkins, 2
utterances, 2
gill's, 2
exposed, 2
cathode, 2
duration, 2
manipulator, 2
device-independent, 2
subresultant, 2
backup, 2
backus, 2
involvement, 2
intervention, 2
marill, 2
fsms, 2
tight, 2
necessitating, 2
expect, 2
feel, 2
$f2, 2
terminating, 2
3-j, 2
shriver, 2
condensation, 2
inevitability, 2
noninteractive, 2
month, 2
1+y, 2
batches, 2
-a, 2
-u, 2
batched, 2
vere, 2
mps, 2
securely, 2
higgins, 2
->, 2
dropped, 2
primer, 2
subtracted, 2
fractional, 2
rudimentary, 2
orbitals, 2
occupations, 2
noltemeier, 2
popek, 2
exceptionally, 2
memory-pause, 2
marginal, 2
rosenbaum, 2
bidirectional, 2
read-only, 2
strauss, 2
descriptors, 2
balzer, 2
clarke, 2
reject, 2
navier-stokes, 2
schultz, 2
f}, 2
tritter, 2
preferential, 2
one-word, 2
soon, 2
picard, 2
yi, 2
krogh, 2
stopped, 2
mairson, 2
skewed, 2
2**61, 2
obradovic, 2
dominated, 2
stiefel's, 2
earliest, 2
denning's, 2
prohibitively, 2
arbitration, 2
shifted, 2
breuer, 2
ibm's, 2
blachman, 2
concentration, 2
option, 2
comprehender, 2
s21, 2
multilingual, 2
strict, 2
watt, 2
salary, 2
graycode, 2
divisionless, 2
boyer-moore, 2
interconnection, 2
mersenne, 2
feels, 2
intensive, 2
alteration, 2
probable, 2
engel, 2
salazar, 2
kautz, 2
rodriguez-gil, 2
vault, 2
ge-635, 2
steele, 2
header, 2
substantiated, 2
side-effect, 2
r475, 2
autocorrelated, 2
utmost, 2
governor, 2
pace, 2
mitchell, 2
3.39, 2
reads, 2
cumbersome, 2
newbery, 2
bonus, 2
blair, 2
obviously, 2
synopsis, 2
coko's, 2
exponentials, 2
confidentiality, 2
lassalle, 2
eeg, 2
half-line, 2
lipp, 2
exceeding, 2
excluding, 2
foley, 2
macro-instructions, 2
viewpoints, 2
predictability, 2
griffiths, 2
placing, 2
newer, 2
intuitive, 2
full-word, 2
taylor's, 2
clean, 2
correlates, 2
berman, 2
degrade, 2
commas, 2
relocated, 2
g7, 2
rollback, 2
stroud, 2
enforce, 2
zm, 2
mesh-connected, 2
booth, 2
fabrication, 2
hansson, 2
bergman, 2
focuses, 2
focused, 2
manage, 2
cram, 2
traditionally, 2
started, 2
statutes, 2
